00001_CARD_NAME;Power Up;力量提升;
03274_CARD_PREFIX_TEXT;{retain};{retain};
03274_CARD_SUFFIX_TEXT;At the end of your turn, if this is in your hand, gain {block|1}.;在你的回合结束时，如果此牌在你的手牌中，则获得 {block|1}。;
03274_CARD_TEXT;{retain}\nAt the end of your turn, if this is in your hand, gain {block|1}.;{retain}\n在你的回合结束时，如果此牌在你的手牌中，则获得 {block|1}。;
03275_CARD_NAME;Clashstone;冲突石;
03275_CARD_PREFIX_TEXT;{melee};{melee};
03275_CARD_TEXT;{melee};{melee};
03276_CARD_NAME;Archer's Emerald;射手翡翠;
03276_CARD_PREFIX_TEXT;{ranged};{ranged};
03276_CARD_TEXT;{ranged};{ranged};
03277_CARD_NAME;Gem of Evolution;进化宝石;
03277_CARD_TEXT;This {ally} gains 4 {spirit}.;此{ally}获得 4 点{spirit}。;
03281_CARD_NAME;Restless Spirit;不安的精神;
03281_CARD_TEXT;{ally}, {aggressive};{ally}，{aggressive};
03282_CARD_NAME;Summoning Crystal;召唤水晶;
03282_CARD_SUFFIX_TEXT;At the start of the battle, summon this {ally}.;在战斗开始时，召唤此{ally}。;
03282_CARD_TEXT;At the start of the battle, summon this {ally}.;在战斗开始时，召唤此{ally}。;
03283_CARD_NAME;Blood Diamond;血色钻石;
03283_CARD_SUFFIX_TEXT;Attack the leading enemy for damage equal to your block.;攻击领军的敌人，造成与你的格挡相等的伤害。;
03283_CARD_TEXT;Attack the leading enemy for damage equal to your block.;攻击领军的敌人，造成与你的格挡相等的伤害。;
03285_CARD_NAME;Blood Crystal;血晶;
03285_CARD_SUFFIX_TEXT;Each hit inflicts {bleednumberless} equal to half the damage dealt.;每次命中造成{bleednumberless}，值等于所造成伤害的一半。;
03285_CARD_TEXT;Each time a hero hits with this card, inflict {bleednumberless} equal to half the damage dealt.;每次有英雄用这张牌命中时，造成{bleednumberless}，值等于所造成伤害的一半。;
03286_CARD_NAME;Drop of Echoes;回声之滴;
03286_CARD_SUFFIX_TEXT;When you play this, add a {faeria|0} cost copy of the card to your hand (with no gems).;当你打出这张牌时，将这张牌的一个消耗为 {faeria|0} 的副本加入你的手牌（无宝石）。;
03286_CARD_TEXT;When you play this, add a {faeria|0} cost copy of the card to your hand (with no gems).;当你打出这张牌时，将这张牌的一个消耗为 {faeria|0} 的副本加入你的手牌（无宝石）。;
04000_CARD_NAME;Yak Shepherd;牦牛牧人;
04001_CARD_NAME;Firebringer;引火者;
04002_CARD_NAME;Green Blob;绿色软泥怪;
04003_CARD_NAME;Blue Blob;蓝色软泥怪;
04004_CARD_NAME;Mecha Tank Warrior;机甲坦克战士;
04006_CARD_NAME;Rebel Slinger;叛军弹弓手;
04007_CARD_NAME;Shaman;萨满;
04008_CARD_NAME;Seed Sower;播种者;
04009_CARD_NAME;Berserker;狂战士;
04011_CARD_NAME;Gemshell Tortoise;宝石壳龟;
04013_CARD_NAME;Tiki;提基;
04016_CARD_NAME;Tiki Elite;提基精英;
04017_CARD_NAME;Cutthroat Bandit;割喉强盗;
04018_CARD_NAME;Tiki Palanquin;提基轿子;
04019_CARD_NAME;Tiki Palanquin;提基轿子;
04020_CARD_NAME;Tiki Palanquin;提基轿子;
04021_CARD_NAME;Deepwood Stalker;深林潜伏者;
04022_CARD_NAME;Rakoan Shield Mate;瑞寇护盾队友;
04023_CARD_NAME;Farm Boy;农场男孩;
04028_CARD_NAME;Forest Wisp;森林光灵;
04031_CARD_NAME;Azure Wisp;蔚蓝光灵;
04032_CARD_NAME;Walking Fortress;机动碉堡;
04033_CARD_NAME;Bomb Slinger;炸弹投手;
04034_CARD_NAME;Bomb Bot;炸弹机器人;
04035_CARD_NAME;Spawn of Istanu;伊斯塔努的产物;
04036_CARD_NAME;Phoenix;凤凰;
04037_CARD_NAME;Egg;蛋;
04038_CARD_NAME;Defender;防御者;
04039_CARD_NAME;Archer;射手;
04042_CARD_NAME;Ooze Puddle;软泥水坑;
04043_CARD_NAME;Ooze Puddle;软泥水坑;
04045_CARD_NAME;Queen's Assassin;女王的刺客;
04046_CARD_NAME;Fugu;河豚;
04047_CARD_NAME;Homeland Defender;国土防御者;
04048_CARD_NAME;Shozen;啸憎;
04049_CARD_NAME;Rapala;让帕拉;
04051_CARD_NAME;Prairie Yak;草原牦牛;
04054_CARD_NAME;Head of the Apex;阿佩克斯的头部;
04055_CARD_NAME;Body of the Apex;阿佩克斯的身体;
04057_CARD_NAME;Krog, Ogre King;克罗格，食人魔大帝;
04058_CARD_NAME;Krog's Dinner;克罗格的晚饭;
04059_CARD_NAME;Voice of Hunger;饥渴之声;
04060_CARD_NAME;Tiki Cultist;提基邪教;
04061_CARD_NAME;Blood Sprite;血精灵;
04062_CARD_NAME;Living Blood;活血灵;
04063_CARD_NAME;Feral Kodama;荒野木灵;
04064_CARD_NAME;Golden Faerie;黄金仙灵;
04065_CARD_NAME;Lantern Fairie;灯笼仙灵;
04066_CARD_NAME;Golden Faerie;黄金仙灵;
04067_CARD_NAME;Cloaked Hunter;隐形猎人;
04068_CARD_NAME;Cap-10;CAP-10;
04069_CARD_NAME;Rakoan Warmachine;瑞寇战斗机器;
04070_CARD_NAME;Rakoan Cannoneer;瑞寇炮手;
04071_CARD_NAME;Majinata;马吉纳塔;
04072_CARD_NAME;Llamacorn;独角羊驼;
04073_CARD_NAME;Yakkapult;投牛车;
04074_CARD_NAME;Triton Tide Lord;崔顿潮汐领主;
04075_CARD_NAME;Homeland Defender;国土防御者;
05004_CARD_NAME;Fires of Rage;愤怒之火;
05004_CARD_TEXT;This gains +{dynamic_number|life|0} {power} at the end of its turn.;此牌在其回合结束时获得 +{dynamic_number|life|0} {power}。;
05009_CARD_NAME;Armored Plating;铠甲镀层;
05009_CARD_TEXT;At the start of each turn gain {dynamic_number|life|0} {blocknumberless}.;在每个回合开始时获得 {dynamic_number|life|0} 点{blocknumberless}。;
05016_CARD_NAME;Vines;藤蔓;
05016_CARD_TEXT;The leading hero suffers from an Aura of Weakness.;领军的英雄受到虚弱光环的影响。;
05017_CARD_NAME;Berserk;狂暴;
05017_CARD_TEXT;Each time the heroes play a card, this gains {dynamic_number|powerUp|0} {power} this turn.;每当英雄们打出一张牌时，本回合这张牌获得 {dynamic_number|powerUp|0} 点{power}。;
05025_CARD_NAME;Hide;隐藏;
05025_CARD_TEXT;The first time damage is taken each turn, gain {dynamic_number|life|0} <b>Block</b>.;每回合第一次受到伤害时，获得 {dynamic_number|life|0} 点<b>格挡</b>。;
05046_CARD_NAME;Unity;一统;
05046_CARD_TEXT;Everything is part of one creature. \nThey share their hp total.;一切都是一个生物的一部分。 \n它们共享生命值总量。;
05048_CARD_NAME;Front Bearer;前方持有者;
05048_CARD_TEXT;After the Front Bearer takes {dynamic_number|life|0} damage, the Tiki Palanquin becomes {weak} until end of turn.;在前方持有者受到 {dynamic_number|life|0} 点伤害之后，提基轿子会变得{weak}，直到回合结束。;
05050_CARD_NAME;Back Bearer;后方持有者;
05050_CARD_TEXT;After the Back Bearer takes {dynamic_number|life|0} damage, the Tiki Palanquin becomes {vulnerable} until end of turn.;在后方持有者受到 {dynamic_number|life|0} 点伤害之后，提基轿子会变得{vulnerable}，直到回合结束。;
05051_CARD_NAME;Vulnerable;脆弱;
05051_CARD_TEXT;Take 33% more damage from attacks.\nDuration {dynamic_number|life|0} turn(s).;受到的攻击伤害增加 33%。\n持续 {dynamic_number|life|0} 回合。;
05057_CARD_NAME;Web;蛛网;
05057_CARD_TEXT;At the end of each turn reduce the {power} of the leading hero by 1. \nLasts until the end of the battle.;在每个回合结束时，将领军英雄的{power}减少 1 点。\n持续到战斗结束。;
05058_CARD_NAME;Cocoon;茧;
05058_CARD_TEXT;Reduce the bearer's {power} by {dynamic_number|life|0}.;将持有者的{power}减少 {dynamic_number|life|0} 点。;
05061_CARD_NAME;Weak;虚弱;
05061_CARD_TEXT;Deal 33% less attack damage. \nDuration {dynamic_number|life|0} turn(s).;造成的攻击伤害减少 33%。\n持续 {dynamic_number|life|0} 回合。;
05072_CARD_NAME;Immobile;不动如山;
05072_CARD_TEXT;If the heroes swap {dynamic_number|life|0} times this turn gain {weak}<b>en</b>.;如果本回合英雄交换 {dynamic_number|life|0} 次，则获得{weak}<b>状态</b>。;
05074_CARD_NAME;Delicate;精致;
05074_CARD_TEXT;Whenever the heroes play a card, take {dynamic_number|life|0} damage.;每当英雄们打出一张牌，就会受到 {dynamic_number|life|0} 点伤害。;
05080_CARD_NAME;Cautious;谨慎;
05080_CARD_TEXT;Whenever this takes damage, lose {dynamic_number|life|0} {power} this turn.;每当此牌受到伤害时，本回合损失 {dynamic_number|life|0} 点{power}。;
05106_CARD_NAME;Confused;困惑;
05106_CARD_TEXT;The front hero takes 3 damage. \nDraw a card.;前方英雄受到 3 点伤害。\n抽一张牌。;
05113_CARD_NAME;Heart of the Apex;阿佩克斯的心脏;
05113_CARD_TEXT;The head and body of the Apex are the same creature and share an hp total.;阿佩克斯的头部和身体是同一个生物，共享同一个生命值总量。;
05114_CARD_NAME;Stagger;蹒跚;
05114_CARD_TEXT;After taking {dynamic_number|life|0} damage in 1 turn, <b>Stun</b> this creature, skipping its next action.;在 1 个回合内受到 {dynamic_number|life|0} 点伤害后，此生物<b>眩晕</b>，跳过下一个行动。;
05115_CARD_NAME;Stun;眩晕;
05115_CARD_TEXT;Skip this turn.;跳过此回合。;
05127_CARD_NAME;Overflowing Magic;魔法泛滥;
05127_CARD_TEXT;The heroes gain {faeria|2} each turn.;英雄们每回合获得 {faeria|2}。;
05130_CARD_NAME;Molten Veins;熔融血脉;
05130_CARD_TEXT;Each 20 life Blood Sprite loses, summon a <b>Living Blood</b>. \nNext <b>Living Blood</b> summoned after {dynamic_number|life|0} damage.;血精灵每失去 20 点生命值，就会召唤一个<b>活血灵</b>。 \n下一个<b>活血灵</b>在血精灵受到 {dynamic_number|life|0} 点伤害后召唤。;
05143_CARD_NAME;Pinata;皮纳塔;
05143_CARD_TEXT;Earn gold equal to the damage dealt to Golden Faerie. \nDefeating the Faerie rewards a bonus 50!;获取金币，数量相当于对黄金仙灵造成的伤害。 \n打败仙灵可额外获得 50 金币的奖励！;
06000_CARD_NAME;Sharra, Dragonslayer;莎拉，屠龙少女;
06000_CARD_TEXT;Sharra is aggressive, relying on lightning-quick strikes to bring down her enemies before they can act. Working together with other heroes brings out the best in Sharra, making her cards cheaper and providing the defense she needs to fight in the front lines where she does the most damage.;莎拉具有挑衅性，依靠闪电般的打击在敌人行动之前将其击倒。 与其他英雄合作能发挥莎拉的优势，使她的牌花费更少，并提供她在前线作战所需的防御，在那里她造成的伤害最大。;
06001_CARD_NAME;Sorocco, First Mate;索洛科，第一副官;
06001_CARD_TEXT;Sorocco is versatile. His bulky body can shield allies from harm, or his powerful legs can allow him to leap into the back lines to flatten opponents that hide. When his half-ogre strength is not enough, Sorocco uses various items he has gathered along his travels. His potions, flaming oil, and grenades make him a formidable fighting force.;索洛科多才多艺。他笨重的身体可以保护盟友不受伤害，有力的双腿也可以让他跃入敌人的后防线，将躲在后方的对手压扁。当他的半食人魔力量不够时，索洛科会使用他在旅行中收集的各种物品。他的药水、火焰油和手榴弹使他成为强大的战斗力量。;
06002_CARD_NAME;Aurora, Mythmaker;奥罗拉，神话撰师;
06002_CARD_TEXT;Aurora guides her allies, empowering them and bringing out their maximum potential. If that proves not enough, she can call upon an army of frogs to fall upon her opponents. Aurora may look fragile, but when she is in danger she can turn back time and shrug off the damage as if it were all a dream.;奥罗拉引导她的盟友，赋予他们力量，发挥他们的最大潜力。如果这还不够，她可以召唤一支青蛙大军来攻击她的对手。奥罗拉看起来很脆弱，但当她处于危险之中时，她可以让时间倒流，摆脱伤害，仿佛这一切都是一场梦。;
06003_CARD_NAME;Seifer, Blood Tyrant;塞弗，血色暴君;
06003_CARD_TEXT;Seifer can call upon the many devils he has bound to his will, forcing them to fight under his command. If they fail to please him, he's not above entering the fray himself. By transforming into a frightening devil, he can unleash devastating blows and powerful magic on those unfortunate enough to stand in his way.;塞弗可以召唤许多被他的意志束缚的恶魔，迫使他们在他的指挥下战斗。如果他们无法令他满意，他也会亲自上阵。他可以变身为一个可怕的恶魔，对那些不幸挡在他面前的人施加毁灭性的打击和强大的魔法。;
06004_CARD_NAME;Fugoro, Merchant of Wonders;福咕噜，不可思议的商人;
06004_CARD_TEXT;Fugoro is a mischievous creature that happens to be responsible for the current catastrophe involving the Roguebook. He carries a large backpack full of treasures wherever he goes, and is surprisingly agile. His magical coins will provide a variety of bonuses, as well as the magical Marks he inflicts on enemies.;福咕噜是一个调皮的生物，对目前涉及魔域之书的灾难负有责任。他无论走到哪里都带着一个装满宝物的大背包，而且身手出奇地灵活。他的魔法金币会提供各种奖励，他给敌人打上的魔法标记也有多种效果。;
06501_CARD_NAME;Hidden Blades;隐藏利刃;
06501_CARD_TEXT;Start each battle with 3 {refer|1006}<b>s</b>.;每场战斗开始时有 3 张{refer|1006}<b></b>。;
06503_CARD_NAME;Amphibian Affinity;两栖之友;
06503_CARD_TEXT;Start each battle with 8 {refer|3016}.;每场战斗开始时有 8 个{refer|3016}。;
06504_CARD_NAME;Perfect Clarity;完美清晰度;
06504_CARD_TEXT;When you block an attack for the exact right amount, draw two cards.\nThey cost {faeria|0} for the rest of the battle.;当你以准确的数值格挡一次攻击时，抽两张牌。\n在战斗的剩余时间里，它们的消耗为 {faeria|0}。;
06505_CARD_NAME;Sixth Sense;第六感;
06505_CARD_TEXT;Each turn, the sixth card you draw costs {faeria|1} less this turn.;每个回合，抽到的第六张牌在本回合消耗减少 {faeria|1}。;
06506_CARD_NAME;Brew Master;酿造大师;
06506_CARD_TEXT;Increase <b>Fortifying Brew</b>'s {blocknumberless} to 5.;将 <b>强化制造</b>的{blocknumberless}增加到 5 点。;
06507_CARD_NAME;Regeneration;再生;
06507_CARD_TEXT;At the end of each battle, Sorocco heals 8 life.;在每场战斗结束时，索洛科会治疗 8 点生命值。;
06509_CARD_NAME;Greed;贪婪;
06509_CARD_TEXT;Gain 15 more gold per battle.;每场战斗多获得 15 金币。;
06510_CARD_NAME;Boiling Blood;热血沸腾;
06510_CARD_TEXT;At the start of each battle, Seifer gains 10 {rage}.;在每场战斗开始时，塞弗获得 10 点{rage}。;
06513_CARD_NAME;Bargain Hunter;议价猎人;
06513_CARD_TEXT;The shop charges 25% less gold.;商店的黄金收费降低 25%。;
06515_CARD_NAME;Momentum;冲劲;
06515_CARD_TEXT;Whenever you swap, Sharra gains 1 {power} this turn.;每当你交换时，莎拉本回合获得 1 点{power}。;
06516_CARD_NAME;Leadership;领导;
06516_CARD_TEXT;Sharra starts each battle with a random {ally}.;莎拉在每场战斗开始时都会有一个随机的{ally}。;
06518_CARD_NAME;Cold Blood;冷血;
06518_CARD_TEXT;At the start of your turn, if Aurora has 7 life or less, draw a card.;在你的回合开始时，如果奥罗拉的生命值为 7 点或更少，则抽一张牌。;
06519_CARD_NAME;Tea for Two;鸳鸯茶;
06519_CARD_TEXT;Whenever you use Aurora's teapot, heal the other hero for half the amount.;每当你使用奥罗拉的茶壶时，治疗其他英雄，治疗量为一半。;
06521_CARD_NAME;Strongman;大力士;
06521_CARD_TEXT;Each turn, the first time you play a card that costs {faeria|2} or more, gain {faeria|1}.;每一回合，你第一次打出一张消耗为 {faeria|2} 或以上的牌时，获得 {faeria|1}。;
06522_CARD_NAME;Daredevil;铤而走险;
06522_CARD_TEXT;At the start of your turn, if Sorocco is <b>leading</b> draw a card.;在你的回合开始时，如果索洛科<b>领军</b>，则抽一张牌。;
06524_CARD_NAME;Burning Mind;燃烧的心灵;
06524_CARD_TEXT;Whenever Seifer becomes enraged, draw a card and gain {faeria|1}.;每当塞弗被激怒时，抽一张牌并获得 {faeria|1}。;
06525_CARD_NAME;Blood Bond;血色纽带;
06525_CARD_TEXT;Damage dealt to the other hero also increases Seifer's {rage}.;对其他英雄造成的伤害也会增加塞弗的{rage}。;
06526_CARD_NAME;Life Tap;生命之触;
06526_CARD_TEXT;When an enemy dies, if it wasn't a summon, Seifer heals 3 life.;当一名敌人死亡，如果它不是召唤出来的，则塞弗治疗 3 点生命值。;
06528_CARD_NAME;Story Teller;说书;
06528_CARD_TEXT;Start each battle with a {refer|7096}.;以{refer|7096}开始每一场战斗。;
06531_CARD_NAME;Heroic Bond;英勇纽带;
06531_CARD_TEXT;Both Heroes gain +1 {power}.;两个英雄都获得 +1 {power}。;
06536_CARD_NAME;Powered Fist;动力之拳;
06536_CARD_TEXT;The first attack Sorocco makes each turn gains +5 {power}.;索洛科每回合进行的首次攻击获得 +5 {power}。;
06537_CARD_NAME;Adaptive Hide;自适应皮;
06537_CARD_TEXT;The first time Sorocco takes damage each turn, he gains {block|5}.;索洛科每回合首次受到伤害时，他获得 {block|5}。;
06539_CARD_NAME;Adamant Blood;坚定之血;
06539_CARD_TEXT;Increase Seifer's max life by 10.\n Receive no {refer|9987}<b>s</b> when Seifer dies.;增加塞弗的最大生命值 10 点。\n塞弗死亡时不会获得{refer|9987}<b></b>。;
06540_CARD_NAME;Malice;恶意;
06540_CARD_TEXT;When an enemy takes damage, Seifer gains 1 {rage}.;当敌人受到伤害时，塞弗获得 1 点{rage}。;
06541_CARD_NAME;Face to Face;面对面;
06541_CARD_TEXT;At the end of each turn, if Seifer is leading he gains 5 {rage}.;在每个回合结束时，如果塞弗领军，他将获得 5 点{rage}。;
06554_CARD_NAME;Ringleader;元凶;
06554_CARD_TEXT;Damage from allies inflicts {bleed|1}.;来自盟友的伤害造成 {bleed|1}。;
06557_CARD_NAME;Head Start;抢先一步;
06557_CARD_TEXT;Gain {faeria|1} and draw a card at the start of each battle.;获得 {faeria|1}，并在每次战斗开始时抽一张牌。;
07000_CARD_NAME;Demonic Ring;恶魔指环;
07000_CARD_TEXT;At the start of your turn, this hero gains {faeria|1} and loses 2 life.;在你的回合开始时，此英雄获得 {faeria|1}，并失去 2 点生命值。;
07002_CARD_NAME;Crystalis;水晶石;
07002_CARD_TEXT;At the start of each battle, this hero gains {protection}.;在每次战斗开始时，此英雄获得{protection}。;
07003_CARD_NAME;Crackthorn;裂纹刺;
07003_CARD_TEXT;Each time you play 5 cards in a single turn, deal 10 damage to a random enemy.;每当你在一个回合内打出 5 张牌时，对一个随机的敌人造成 10 点伤害。;
07004_CARD_NAME;Gauntlet of Might;力量护手;
07004_CARD_TEXT;This hero has +1 {power}.;此英雄具有 +1 {power}。;
07006_CARD_NAME;Ogre Belt;食人魔腰带;
07006_CARD_TEXT;Whenever this hero plays a card that costs {faeria|2} or more, gain {block|4}.;每当此英雄打出一张消耗为 {faeria|2} 或以上的牌时，获得 {block|4}。;
07007_CARD_NAME;Bloodfire Mask;血火面具;
